Genre,Actor,Director,Country,Budget_MUSD,Screens,Weeks,Screen_Stability,Ticket_Price,Shows_per_Day,Revenue_MUSD,Profit_MUSD,Target,Rating
Action,Tiffany Haddish,James Wan,New Zealand,265,5140,10,Stable,75,22,-1976.54,-2241.54,0,5.1
Sci-Fi,Aamir Khan,François Truffaut,Spain,310,4962,10,Slow Drop,14,22,545.23,235.23,1,8.3
Fantasy,Tilda Swinton,Damien Chazelle,Denmark,301,1953,7,Growing,76,19,1666.59,1365.59,1,8.7
Animation,Bill Nighy,Werner Herzog,Ireland,354,5254,1,Stable,46,17,203.41,-150.59,0,2.4
Drama,Sterling K. Brown,Lars von Trier,Japan,244,5092,13,Growing,39,10,1812.72,1568.72,1,10.0
Drama,Suriya,Lee Unkrich,Mexico,171,5981,7,Growing,56,4,742.35,571.35,1,8.3
Mystery,Naseeruddin Shah,Satyajit Ray,Brazil,317,287,4,Slow Drop,38,5,7.01,-309.99,0,3.2
Thriller,Ben Stiller,Vikramaditya Motwane,Spain,223,1841,12,Drop Fast,10,7,22.57,-200.43,0,7.4
Horror,Pankaj Tripathi,Kabir Khan,China,445,3162,3,Slow Drop,54,19,259.66,-185.34,0,2.4
Horror,Hailee Steinfeld,Henry Selick,Mexico,425,5613,13,Drop Fast,22,19,659.28,234.28,1,10.0
Romance,Donald Glover,Anurag Kashyap,Denmark,395,7620,12,Stable,58,8,2209.87,1814.87,1,10.0
Comedy,Colin Jost,Werner Herzog,China,137,8942,13,Stable,28,1,209.49,72.49,1,10.0
Animation,Elizabeth Banks,Peter Jackson,Brazil,211,7110,5,Stable,48,8,883.74,672.74,1,7.8
Fantasy,Chris Rock,Yorgos Lanthimos,United States,55,5373,2,Growing,10,19,125.18,70.18,1,5.6
Drama,Dev Patel,Hamilton Luske,Denmark,110,5429,8,Growing,8,17,524.69,414.69,1,8.9
Thriller,Samuel L. Jackson,Michelangelo Antonioni,China,396,9015,12,Stable,28,9,1269.71,873.71,1,9.9
Sci-Fi,Priyanka Chopra,Henry Selick,New Zealand,188,3957,12,Slow Drop,28,20,795.18,607.18,1,9.1
Animation,Will Smith,Arnab Chaudhuri,Germany,205,4996,9,Growing,56,23,6877.44,6672.44,1,9.3
Romance,Kate McKinnon,Roman Polanski,Denmark,15,3492,5,Growing,72,16,1237.42,1222.42,1,7.8
Animation,Patrick Stewart,Clyde Geronimi,France,258,4032,3,Slow Drop,48,9,165.51,-92.49,0,2.4
Romance,Grey DeLisle,Clyde Geronimi,New Zealand,154,2811,10,Growing,74,19,3887.15,3733.15,1,9.9
Drama,Tara Strong,Quentin Tarantino,Spain,358,8553,7,Slow Drop,49,16,1282.79,924.79,1,8.0
Comedy,Leslie Jones,Peter Ramsey,United Kingdom,359,8428,1,Drop Fast,76,21,197.76,-161.24,0,1.5
Romance,Frank Welker,Alfonso Cuarón,Canada,399,9237,10,Slow Drop,64,13,-1259.39,-1658.39,0,6.1
Drama,Cate Blanchett,Wolfgang Reitherman,China,448,6966,3,Drop Fast,50,19,313.33,-134.67,0,3.8
Drama,Jim Carrey,Sam Peckinpah,India,100,7737,9,Growing,19,5,501.8,401.8,1,8.7
Comedy,Owen Wilson,John Lasseter,New Zealand,110,5496,2,Drop Fast,71,2,27.3,-82.7,0,3.2
Horror,Jess Harnell,Govind Nihalani,Brazil,147,3546,11,Slow Drop,58,4,396.4,249.4,1,10.0
Animation,Alan Tudyk,K. Asif,Mexico,170,4254,14,Drop Fast,67,12,1142.37,972.37,1,10.0
Action,Priyanka Chopra,V. Shantaram,Spain,5,4400,9,Stable,78,18,2605.72,2600.72,1,8.0
Action,Awkwafina,Yasujirō Ozu,Ireland,50,8727,11,Slow Drop,35,3,426.81,376.81,1,9.3
Sci-Fi,Bobby Moynihan,Kabir Khan,India,246,1760,1,Slow Drop,78,21,90.25,-155.75,0,1.6
Sci-Fi,Seth MacFarlane,Genndy Tartakovsky,India,348,7722,4,Drop Fast,21,19,199.3,-148.7,0,3.8
Action,Salman Khan,Bong Joon-ho,Australia,431,4364,12,Growing,39,22,3027.24,2596.24,1,10.0
Fantasy,Tim Allen,Tomm Moore,Denmark,282,6920,10,Growing,15,4,255.22,-26.78,0,5.4
Action,Anna Kendrick,Naoko Yamada,Mexico,7,9053,13,Slow Drop,34,4,560.38,553.38,1,10.0
Sci-Fi,Ben Stiller,Howard Hawks,New Zealand,146,5639,6,Slow Drop,57,16,930.86,784.86,1,8.3
Thriller,Elizabeth Banks,Ingmar Bergman,India,390,5052,13,Drop Fast,66,11,733.14,343.14,1,10.0
Sci-Fi,Dwayne Johnson,Pa. Ranjith,Canada,65,6795,7,Slow Drop,64,13,1101.55,1036.55,1,6.9
Fantasy,Nawazuddin Siddiqui,Satoshi Kon,Australia,420,6913,3,Slow Drop,10,21,111.17,-308.83,0,3.1
Animation,Jim Carrey,Howard Hawks,China,298,3383,9,Growing,34,11,887.74,589.74,1,9.6
Action,Lake Bell,Prashanth Neel,Thailand,229,8232,4,Slow Drop,41,7,218.75,-10.25,0,3.5
Comedy,Nana Patekar,Luc Besson,United States,306,2609,5,Drop Fast,33,14,92.27,-213.73,0,4.3
Thriller,Yeardley Smith,Jean-Pierre Jeunet,China,174,4498,8,Slow Drop,47,4,278.97,104.97,1,8.6
Drama,Frank Welker,Kyle Balda,China,138,2734,12,Slow Drop,39,8,395.39,257.39,1,10.0
Fantasy,Tim Allen,Ava DuVernay,Belgium,45,5799,14,Slow Drop,48,12,1819.2,1774.2,1,10.0
Sci-Fi,Alex Borstein,Brenda Chapman,France,235,203,3,Stable,9,13,2.75,-232.25,0,2.5
Comedy,Tiger Shroff,Isao Takahata,United Kingdom,413,226,8,Slow Drop,79,9,34.67,-378.33,0,5.6
Romance,John Ratzenberger,Anthony Stacchi,France,230,5361,14,Drop Fast,14,9,174.32,-55.68,0,8.5
Horror,Maurice LaMarche,Gulzar,Mexico,143,1164,14,Growing,26,2,63.47,-79.53,0,8.5
Action,Eddie Murphy,Don Bluth,Brazil,114,6407,11,Growing,40,3,825.8,711.8,1,9.6
Horror,Tom Holland,Sam Raimi,Mexico,301,3296,1,Stable,9,21,21.42,-279.58,0,2.4
Fantasy,Vijay Sethupathi,Manmohan Desai,Russia,61,271,8,Drop Fast,74,12,41.41,-19.59,0,4.9
Romance,Jason Segel,Alfred Hitchcock,New Zealand,434,5801,14,Growing,22,17,2284.98,1850.98,1,9.8
Romance,Helena Bonham Carter,Werner Herzog,Japan,127,3147,13,Growing,28,4,425.91,298.91,1,10.0
Romance,Ram Charan,Rich Moore,Ireland,244,6438,11,Slow Drop,66,14,-2039.6,-2283.6,0,5.7
Drama,Will Arnett,Taika Waititi,Italy,90,4690,11,Slow Drop,46,21,2064.25,1974.25,1,9.0
Fantasy,John Ratzenberger,Genndy Tartakovsky,South Korea,180,2611,12,Slow Drop,27,9,267.3,87.3,1,10.0
Animation,Donald Glover,François Truffaut,Japan,67,8508,10,Stable,8,8,339.8,272.8,1,9.4
Horror,Anna Kendrick,Luis Buñuel,Brazil,43,3124,8,Slow Drop,16,1,17.59,-25.41,0,5.6
Animation,Tom Holland,Masaaki Yuasa,Australia,142,3037,6,Drop Fast,58,13,252.76,110.76,1,7.9
Comedy,Kenan Thompson,Brian De Palma,Denmark,245,776,5,Stable,45,3,26.41,-218.59,0,4.1
Mystery,Riz Ahmed,Clyde Geronimi,India,230,9163,9,Growing,22,14,1588.11,1358.11,1,7.9
Thriller,Rob Paulsen,Satoshi Kon,Spain,447,8107,6,Growing,48,19,2304.94,1857.94,1,8.4
Thriller,Vijay Sethupathi,Ron Clements,United States,210,8591,1,Drop Fast,54,6,42.48,-167.52,0,3.2
Animation,Patrick Warburton,James Cameron,South Korea,168,1955,12,Drop Fast,33,4,76.29,-91.71,0,6.7
Mystery,John Goodman,Martin Scorsese,New Zealand,31,8571,6,Growing,61,20,-4204.67,-4235.67,0,4.5
Mystery,Sterling K. Brown,Goro Miyazaki,Canada,187,2605,1,Drop Fast,77,1,2.43,-184.57,0,2.2
Action,Priyanka Chopra,Satyajit Ray,Japan,202,7083,6,Drop Fast,46,10,338.19,136.19,1,7.7
Comedy,Michaela Coel,K. Asif,France,341,8363,3,Drop Fast,24,13,100.47,-240.53,0,3.7
Fantasy,Vanessa Bayer,Michelangelo Antonioni,Brazil,441,6339,6,Slow Drop,77,12,1283.55,842.55,1,6.9
Mystery,Seth MacFarlane,Hiroyuki Imaishi,China,111,3188,13,Growing,16,11,533.63,422.63,1,10.0
Sci-Fi,Billy Crystal,Denis Villeneuve,Italy,448,5984,6,Drop Fast,53,4,105.58,-342.42,0,4.7
Thriller,Jr. NTR,Neeraj Pandey,Belgium,193,1319,1,Drop Fast,13,17,4.11,-188.89,0,3.4
Sci-Fi,Owen Wilson,Gitanjali Rao,New Zealand,40,2414,13,Slow Drop,75,15,1536.0,1496.0,1,9.8
Comedy,Colin Jost,Zack Snyder,Canada,89,8200,9,Growing,23,21,2820.1,2731.1,1,9.1
Mystery,Clancy Brown,Wes Anderson,Brazil,159,8265,8,Stable,36,3,362.66,203.66,1,7.9
Horror,Angelina Jolie,George Stevens,France,173,3101,2,Growing,48,10,204.49,31.49,1,5.0
Thriller,Kristen Bell,Wes Anderson,Italy,288,1285,2,Growing,75,21,327.15,39.15,1,6.3
Action,Liam Neeson,Stanley Kubrick,United States,276,373,5,Growing,69,14,108.32,-167.68,0,4.3
Action,Michael Che,Christopher Miller,Ireland,39,3732,10,Slow Drop,47,19,999.89,960.89,1,9.0
Romance,James Corden,Ron Clements,Brazil,424,1438,2,Growing,69,21,290.36,-133.64,0,3.2
Drama,Ralph Fiennes,Jean-Pierre Jeunet,Belgium,188,5034,11,Stable,31,4,358.98,170.98,1,10.0
Mystery,Patton Oswalt,Joel Coen,Belgium,103,4013,1,Drop Fast,13,14,8.98,-94.02,0,2.9
Comedy,Jack Black,François Truffaut,Germany,241,7284,2,Growing,47,6,276.19,35.19,1,6.5
Thriller,Antonio Banderas,Danny Boyle,India,407,8212,5,Slow Drop,77,12,1163.92,756.92,1,6.6
Drama,Ram Charan,Rakeysh Omprakash Mehra,Brazil,445,2173,11,Growing,65,2,272.04,-172.96,0,7.0
Comedy,Aidy Bryant,Jorge R. Gutierrez,United Kingdom,126,3982,10,Growing,21,17,1415.49,1289.49,1,8.7
Animation,Cecily Strong,Steven Spielberg,New Zealand,421,2444,14,Stable,52,1,112.18,-308.82,0,6.6
Mystery,Rose Byrne,Lokesh Kanagaraj,Germany,27,8804,7,Stable,13,17,718.69,691.69,1,6.9
Fantasy,Grey DeLisle,Chris Wedge,India,379,7421,5,Slow Drop,30,5,130.4,-248.6,0,4.5
Fantasy,Kenan Thompson,M. Night Shyamalan,Germany,67,8014,1,Slow Drop,69,16,306.85,239.85,1,4.9
Mystery,Tim Allen,Don Bluth,South Korea,330,1582,7,Slow Drop,24,14,106.15,-223.85,0,4.4
Romance,Rajinikanth,Sanjay Leela Bhansali,Russia,154,1323,6,Slow Drop,77,20,442.57,288.57,1,7.6
Romance,Vijay Sethupathi,Peter Jackson,Ireland,199,5381,7,Slow Drop,35,10,435.0,236.0,1,8.3
Fantasy,Willem Dafoe,Raj Kapoor,Canada,84,4212,2,Drop Fast,20,21,51.2,-32.8,0,2.9
Horror,Estelle Harris,Anurag Kashyap,New Zealand,319,2443,5,Drop Fast,36,3,19.0,-300.0,0,4.4
Thriller,John Leguizamo,Byron Howard,China,157,2789,14,Slow Drop,52,3,266.44,109.44,1,10.0
Fantasy,Sharad Kelkar,Ari Aster,Mexico,21,1329,8,Slow Drop,27,18,228.75,207.75,1,8.9
Horror,Fred Armisen,Lee Unkrich,France,43,9036,13,Drop Fast,65,23,1236.42,1193.42,1,9.7
Drama,Tom Kenny,John Lasseter,Japan,337,6499,12,Stable,61,18,-2146.18,-2483.18,0,7.6
Horror,Cameron Diaz,François Truffaut,Germany,352,4701,7,Drop Fast,71,4,142.28,-209.72,0,4.4
Drama,Tara Strong,Satyajit Ray,China,206,7239,6,Slow Drop,59,7,503.34,297.34,1,7.7
Comedy,Jane Lynch,Ethan Coen,South Korea,427,2973,13,Stable,50,1,90.77,-336.23,0,7.9
Sci-Fi,Reese Witherspoon,Akira Kurosawa,Japan,284,2985,6,Slow Drop,25,16,235.34,-48.66,0,4.6
Comedy,John Leguizamo,Adoor Gopalakrishnan,Brazil,426,7140,12,Growing,61,17,-2692.36,-3118.36,0,7.4
Fantasy,Matthew McConaughey,Kyle Balda,Japan,92,1906,1,Stable,67,8,47.3,-44.7,0,3.3
Drama,Nawazuddin Siddiqui,Mamoru Hosoda,Japan,445,2801,1,Slow Drop,78,6,29.42,-415.58,0,3.3
Fantasy,Varun Dhawan,Brian De Palma,India,304,8766,7,Drop Fast,8,2,21.18,-282.82,0,4.6
Mystery,Hugh Jackman,Sanjay Leela Bhansali,Ireland,296,1812,3,Slow Drop,44,10,87.24,-208.76,0,4.2
Thriller,Ryan Reynolds,François Truffaut,Canada,359,654,6,Drop Fast,56,17,63.82,-295.18,0,3.9
Action,Willem Dafoe,Chris Wedge,New Zealand,74,4497,12,Stable,42,19,2658.66,2584.66,1,9.7
Fantasy,Salman Khan,Francis Ford Coppola,South Korea,382,1675,5,Drop Fast,74,4,38.62,-343.38,0,4.5
Thriller,Reese Witherspoon,Shyam Benegal,Belgium,128,9245,3,Stable,42,13,503.58,375.58,1,7.1
Horror,Patrick Warburton,John Lasseter,Denmark,84,9115,6,Slow Drop,16,21,680.75,596.75,1,6.5
Comedy,Benedict Cumberbatch,Kenji Mizoguchi,Thailand,49,1591,3,Drop Fast,44,19,48.98,-0.02,0,4.1
Horror,Vin Diesel,Naoko Yamada,Japan,237,8653,8,Stable,67,16,-2155.35,-2392.35,0,6.2
Action,John DiMaggio,John Huston,China,158,8208,14,Stable,63,13,-1165.51,-1323.51,0,8.4
Drama,Riz Ahmed,Farhan Akhtar,Belgium,399,8934,7,Stable,19,5,331.4,-67.6,0,4.0
Mystery,Sandra Oh,Mark Osborne,Germany,184,8942,9,Growing,78,12,-3938.76,-4122.76,0,6.3
Thriller,Lakeith Stanfield,Hayao Miyazaki,South Korea,413,5625,5,Stable,78,7,574.31,161.31,1,7.3
Mystery,Dulquer Salmaan,Ron Howard,Italy,35,837,12,Slow Drop,11,9,43.6,8.6,1,8.8
Sci-Fi,Ben Stiller,Neeraj Pandey,Belgium,89,8556,1,Slow Drop,68,5,104.44,15.44,1,6.4
Fantasy,Ralph Fiennes,Hrishikesh Mukherjee,Spain,49,3005,11,Slow Drop,52,4,218.43,169.43,1,8.7
Drama,Julie Kavner,Taika Waititi,Canada,375,9012,10,Stable,57,10,2911.06,2536.06,1,8.8
Sci-Fi,Helen Mirren,Rian Johnson,Italy,327,1423,11,Slow Drop,57,16,600.16,273.16,1,8.5
Animation,Christopher Lee,Travis Knight,Spain,336,3542,8,Stable,55,11,1046.16,710.16,1,7.8
Fantasy,Bradley Cooper,Jean-Pierre Jeunet,Denmark,247,8442,2,Stable,30,9,174.87,-72.13,0,2.9
Horror,Rajinikanth,S.S. Rajamouli,Germany,44,688,6,Stable,15,5,11.89,-32.11,0,5.3
Comedy,Seth MacFarlane,Mira Nair,India,434,5342,1,Growing,36,11,163.22,-270.78,0,3.4
Thriller,Cate Blanchett,Anurag Kashyap,South Korea,186,9056,6,Drop Fast,50,9,378.0,192.0,1,7.2
Action,Tress MacNeille,Alejandro G. Iñárritu,Belgium,301,1446,4,Slow Drop,60,17,194.41,-106.59,0,3.5
Action,Tiger Shroff,Bob Persichetti,South Korea,380,6261,5,Growing,13,22,640.13,260.13,1,6.3
Horror,Michaela Coel,Alfred Hitchcock,Belgium,85,2910,10,Slow Drop,31,11,319.93,234.93,1,9.0
Romance,Dulquer Salmaan,Rich Moore,Belgium,42,4561,7,Growing,21,21,959.57,917.57,1,8.7
Action,Alan Tudyk,Adoor Gopalakrishnan,Ireland,360,4152,13,Drop Fast,59,6,293.56,-66.44,0,6.5
Thriller,Ashutosh Rana,Kireet Khurana,Denmark,424,1080,6,Drop Fast,77,16,95.81,-328.19,0,3.9
Horror,Steve Buscemi,Nick Park,South Korea,432,634,1,Drop Fast,11,19,1.65,-430.35,0,3.2
Drama,Mike Myers,Alejandro G. Iñárritu,Spain,61,6324,9,Drop Fast,65,14,859.59,798.59,1,8.9
Action,Kevin Hart,Ramesh Sippy,India,326,8304,6,Stable,44,3,318.46,-7.54,0,4.1
Mystery,Cate Blanchett,Karan Johar,United Kingdom,34,5384,6,Slow Drop,55,10,437.37,403.37,1,8.0
Horror,Seth MacFarlane,Terrence Malick,Russia,270,2184,9,Slow Drop,46,21,685.79,415.79,1,7.8
Thriller,Steve Buscemi,Ron Howard,New Zealand,231,2998,12,Slow Drop,73,23,1881.61,1650.61,1,10.0
Mystery,Sandra Oh,Majid Majidi,Australia,321,7803,10,Stable,20,4,329.66,8.66,1,9.0
Fantasy,Cate Blanchett,Sanjay Leela Bhansali,Mexico,296,1693,5,Slow Drop,73,22,455.0,159.0,1,7.5
Fantasy,Amy Poehler,Yasujirō Ozu,India,58,2879,11,Drop Fast,67,21,743.61,685.61,1,9.4
Action,John Cho,Roman Polanski,New Zealand,101,1825,6,Slow Drop,48,2,28.89,-72.11,0,3.9
Mystery,Antonio Banderas,Satoshi Kon,Canada,8,3217,6,Slow Drop,39,13,323.6,315.6,1,7.7
Comedy,Julie Kavner,Guillermo del Toro,New Zealand,443,2047,7,Growing,59,11,759.3,316.3,1,7.1
Fantasy,Ian McKellen,Mark Osborne,Italy,314,3446,9,Stable,12,12,186.94,-127.06,0,5.1
Comedy,Tara Strong,Goro Miyazaki,Japan,371,1516,5,Drop Fast,74,1,9.97,-361.03,0,4.1
Drama,Andy Serkis,Steven Spielberg,Belgium,95,2150,5,Drop Fast,73,22,241.66,146.66,1,6.8
Horror,Ken Jeong,Pedro Almodóvar,United States,93,423,4,Drop Fast,59,21,31.12,-61.88,0,4.1
Sci-Fi,Bobby Moynihan,Phil Lord,Australia,324,2226,10,Slow Drop,56,9,349.49,25.49,1,9.2
Thriller,Deepika Padukone,S.S. Rajamouli,Thailand,379,1747,4,Drop Fast,36,12,48.58,-330.42,0,3.4
Horror,Angelina Jolie,Hiroyuki Imaishi,United Kingdom,96,3978,12,Drop Fast,45,7,313.72,217.72,1,9.5
Thriller,John Goodman,Mamoru Hosoda,Italy,154,6711,8,Growing,77,17,-4818.76,-4972.76,0,6.0
Mystery,Manoj Bajpayee,Brenda Chapman,United States,238,5985,13,Slow Drop,15,10,504.58,266.58,1,9.3
Drama,Ian McKellen,Martin Scorsese,Belgium,413,7957,2,Growing,66,6,389.58,-23.42,0,3.2
Animation,John Cho,Chris Wedge,Brazil,341,3923,10,Stable,62,7,1359.0,1018.0,1,8.8
Action,Katey Sagal,Makoto Shinkai,France,63,1723,8,Slow Drop,9,19,89.07,26.07,1,8.0
Thriller,Zendaya,Luchino Visconti,Japan,189,2172,2,Growing,33,14,126.09,-62.91,0,3.1
Thriller,Seth Rogen,Chloe Zhao,United Kingdom,442,4804,1,Stable,70,11,193.17,-248.83,0,3.1
Mystery,Willem Dafoe,Sam Peckinpah,Russia,48,816,10,Growing,24,2,32.5,-15.5,0,6.4
Comedy,Steve Buscemi,Paul Thomas Anderson,New Zealand,184,4715,13,Stable,66,1,207.53,23.53,1,10.0
Horror,Sterling K. Brown,Bong Joon-ho,United States,80,5391,9,Drop Fast,23,10,159.4,79.4,1,8.6
Animation,David Spade,Rémi Bezançon,Mexico,148,5974,11,Drop Fast,65,12,1342.64,1194.64,1,9.3
Romance,Jim Cummings,Christopher Miller,Germany,105,2821,8,Slow Drop,71,9,406.03,301.03,1,8.1
Action,David Spade,Satoshi Kon,United Kingdom,385,2293,6,Growing,57,23,1073.14,688.14,1,6.7
Sci-Fi,Steve Buscemi,Zoya Akhtar,Denmark,276,3376,4,Growing,33,11,401.23,125.23,1,6.7
Romance,John Cho,Gitanjali Rao,Belgium,59,7684,2,Stable,24,1,13.35,-45.65,0,2.4
Horror,Angelina Jolie,Pedro Almodóvar,Spain,193,3770,8,Slow Drop,53,20,1033.91,840.91,1,8.4
Action,Idina Menzel,Dean DeBlois,Thailand,355,1266,3,Drop Fast,75,10,54.56,-300.44,0,3.3
Thriller,Brian Tyree Henry,Quentin Tarantino,Brazil,339,2346,10,Growing,57,19,1862.95,1523.95,1,9.9
Sci-Fi,Sterling K. Brown,John Lasseter,Ireland,81,905,4,Stable,50,23,166.53,85.53,1,6.5
Comedy,Tim Allen,Suhas Kadav,Australia,300,2558,5,Drop Fast,55,21,249.88,-50.12,0,4.3
Animation,Kevin Hart,William Wyler,India,223,3734,13,Drop Fast,75,11,771.72,548.72,1,10.0
Comedy,Nancy Cartwright,John Ford,Russia,281,4012,4,Drop Fast,26,3,24.38,-256.62,0,4.0
Drama,Zendaya,Yash Chopra,New Zealand,70,3968,11,Stable,32,16,1041.28,971.28,1,8.9
Mystery,Bill Nighy,Henry Selick,India,140,6178,8,Stable,79,22,-2208.84,-2348.84,0,4.7
Action,Tina Fey,Nick Park,Thailand,238,2519,9,Drop Fast,25,10,95.75,-142.25,0,5.7
Comedy,Aziz Ansari,Ridley Scott,Canada,203,8363,14,Stable,58,2,632.95,429.95,1,10.0
Romance,Varun Dhawan,Federico Fellini,Australia,270,5421,14,Drop Fast,25,19,530.6,260.6,1,10.0
Mystery,Kal Penn,James Cameron,Ireland,445,409,14,Drop Fast,65,4,22.78,-422.22,0,7.6
Comedy,David Hyde Pierce,Satyajit Ray,Italy,392,5034,1,Drop Fast,71,16,91.06,-300.94,0,1.9
Fantasy,Jack Black,George Miller,Belgium,47,3007,2,Stable,78,6,127.87,80.87,1,6.3
Drama,Brad Pitt,Christopher Nolan,Belgium,365,4162,12,Slow Drop,64,11,1453.46,1088.46,1,10.0
Horror,J.K. Simmons,Hideaki Anno,Australia,232,2590,4,Slow Drop,24,17,98.1,-133.9,0,3.0
Animation,Bill Nighy,Hamilton Luske,Italy,231,5719,1,Stable,66,15,287.36,56.36,1,6.0
Drama,Kamal Haasan,Ingmar Bergman,Ireland,67,4994,11,Growing,74,22,-2257.65,-2324.65,0,5.7
Mystery,Kal Penn,Ridley Scott,China,175,2644,6,Stable,22,4,56.74,-118.26,0,5.2
Fantasy,Ian McKellen,David Lean,France,254,8532,12,Growing,33,8,1999.82,1745.82,1,10.0
Action,Billy Crystal,Yasuhiro Yoshiura,Japan,342,8683,5,Drop Fast,55,18,627.63,285.63,1,6.4
Romance,Helena Bonham Carter,Arnab Chaudhuri,Canada,254,3064,13,Growing,21,14,845.56,591.56,1,9.3
Animation,Kal Penn,Sergei Eisenstein,Italy,311,4377,7,Drop Fast,16,2,26.22,-284.78,0,5.2
Animation,Jason Mantzoukas,Francis Ford Coppola,Thailand,242,2807,12,Slow Drop,14,16,368.64,126.64,1,10.0
Drama,Steven Yeun,Darren Aronofsky,Mexico,60,4136,6,Drop Fast,62,22,490.86,430.86,1,7.6
Mystery,Alan Tudyk,Robert Zemeckis,Brazil,175,3117,14,Growing,19,15,817.04,642.04,1,10.0
Action,Jr. NTR,Joseph L. Mankiewicz,Japan,412,2418,14,Slow Drop,24,21,614.66,202.66,1,10.0
Thriller,Pete Davidson,Alfred Hitchcock,Thailand,38,1997,3,Slow Drop,15,6,19.4,-18.6,0,3.9
Fantasy,Estelle Harris,Gulzar,New Zealand,319,9368,5,Stable,49,9,733.62,414.62,1,7.9
Thriller,Hugh Jackman,Raj Kapoor,Brazil,134,8971,3,Growing,44,12,1064.52,930.52,1,5.9
Romance,Tom Kenny,Joel Coen,New Zealand,134,2773,9,Growing,27,10,564.44,430.44,1,8.6
Action,Jordan Peele,Paul Thomas Anderson,Japan,398,2789,2,Stable,8,7,14.27,-383.73,0,2.3
Action,Stephanie Beatriz,Hiroyuki Imaishi,United States,155,3483,6,Stable,16,5,89.04,-65.96,0,4.2
Fantasy,Jr. NTR,Brian De Palma,Thailand,147,1661,9,Slow Drop,31,23,467.26,320.26,1,9.2
Sci-Fi,Anne Hathaway,John Huston,Japan,122,4617,10,Stable,41,8,693.22,571.22,1,8.8
Thriller,Aziz Ansari,Woody Allen,Germany,208,913,7,Slow Drop,43,12,135.89,-72.11,0,4.6
Comedy,Mark Hamill,Rajiv Chilaka,Germany,388,2623,5,Growing,11,1,10.17,-377.83,0,4.7
Animation,Anne Hathaway,Hayao Miyazaki,Italy,239,7420,2,Stable,36,10,278.85,39.85,1,4.8
Sci-Fi,Naseeruddin Shah,Tomm Moore,Australia,21,2090,2,Growing,23,11,76.15,55.15,1,6.5
Comedy,Morgan Freeman,Sergio Pablos,Canada,86,3767,4,Slow Drop,15,23,189.91,103.91,1,6.0
Mystery,Tom Kenny,Brad Bird,Ireland,18,5575,10,Drop Fast,46,20,977.56,959.56,1,8.5
Fantasy,Jack Black,Luis Buñuel,France,85,2347,12,Drop Fast,65,5,211.06,126.06,1,9.5
Mystery,Ken Jeong,Alê Abreu,Ireland,211,9309,2,Growing,19,13,327.66,116.66,1,6.6
Animation,Jim Carrey,Luc Besson,United States,208,2006,12,Slow Drop,51,18,977.7,769.7,1,10.0
Horror,Judi Dench,Ramesh Sippy,Germany,383,4251,13,Slow Drop,11,10,232.66,-150.34,0,7.5
Comedy,Jordan Peele,Mani Ratnam,Thailand,276,8951,13,Drop Fast,32,21,-884.52,-1160.52,0,7.1
Sci-Fi,Pete Davidson,Luc Besson,Canada,36,9020,8,Slow Drop,77,17,-969.24,-1005.24,0,5.2
Comedy,Julie Kavner,Sunao Katabuchi,Australia,27,3962,10,Slow Drop,74,19,2050.8,2023.8,1,9.2
Comedy,Jess Harnell,Vishal Bhardwaj,France,106,9398,7,Growing,46,4,1064.11,958.11,1,8.7
Fantasy,Steve Carell,Clyde Geronimi,South Korea,166,8440,7,Drop Fast,31,9,364.32,198.32,1,8.7
Mystery,Dwayne Johnson,Quentin Tarantino,Spain,102,7110,3,Slow Drop,13,18,133.96,31.96,1,6.9
Thriller,Andy Serkis,Chris Sanders,Belgium,148,6373,7,Growing,79,16,3407.8,3259.8,1,8.0
Horror,Ken Jeong,Andrew Stanton,Canada,422,2332,8,Stable,40,7,281.27,-140.73,0,5.0
Fantasy,Elizabeth Banks,Andrei Tarkovsky,United States,108,7132,5,Drop Fast,55,12,368.7,260.7,1,6.5
Romance,Mahesh Babu,Yash Chopra,China,386,1725,1,Growing,74,4,26.39,-359.61,0,2.5
Fantasy,Antonio Banderas,Luis Buñuel,China,421,528,1,Stable,9,21,4.66,-416.34,0,2.1
Animation,Shah Rukh Khan,Lokesh Kanagaraj,Canada,328,2857,12,Slow Drop,45,12,1008.49,680.49,1,8.9
Horror,Helena Bonham Carter,Bimal Roy,Russia,175,8979,11,Slow Drop,47,12,1891.48,1716.48,1,9.4
Action,Jim Cummings,Wong Kar-wai,Belgium,68,6172,14,Stable,63,4,1368.59,1300.59,1,10.0
Romance,Samuel L. Jackson,Christopher Nolan,United States,248,5568,4,Growing,28,12,575.55,327.55,1,6.8
Drama,Helen Mirren,Ava DuVernay,Mexico,75,6171,2,Slow Drop,42,23,294.7,219.7,1,4.9
Fantasy,Nana Patekar,Guy Ritchie,Denmark,278,3405,7,Slow Drop,74,8,576.1,298.1,1,7.8
Comedy,Angelina Jolie,Pierre Coffin,France,373,7033,13,Growing,67,3,1478.75,1105.75,1,10.0
Thriller,Bradley Cooper,Rémi Bezançon,Japan,129,6341,3,Growing,30,16,734.31,605.31,1,7.1
Action,Josh Gad,Taika Waititi,France,387,7732,12,Stable,72,2,592.52,205.52,1,8.9
Fantasy,Hugo Weaving,Jean-Pierre Jeunet,Germany,321,8107,4,Slow Drop,70,6,329.22,8.22,1,7.0
Fantasy,Anne Hathaway,Shankar,Italy,335,1798,9,Growing,30,17,573.38,238.38,1,7.7
